song_id,beat_fmeasure,beat_cmlt,beat_amlt,downbeat_fmeasure,downbeat_cmlt,downbeat_amlt
1000338,0.6450567260940032,0.0,0.6076555023923444,0.641025641025641,0.0,0.6037735849056604
100049,0.6471204188481675,0.0,0.9596273291925466,0.6527196652719666,0.0,0.975
1000852,0.9882747068676717,0.9668874172185431,0.9668874172185431,0.9548387096774192,0.8641975308641975,0.8641975308641975
1000897,0.9625,0.927007299270073,0.927007299270073,0.923076923076923,0.8545454545454545,0.8545454545454545
1001507,0.8765743073047859,0.841845140032949,0.841845140032949,0.6603174603174603,0.6449704142011834,0.6449704142011834
1002819,0.9866220735785952,0.9603960396039604,0.9603960396039604,0.9487179487179488,0.8414634146341463,0.8414634146341463
1004378,0.6138613861386139,0.0,0.7321428571428571,0.6141732283464567,0.0,0.7142857142857143
100682,0.9837296620775969,0.9715346534653465,0.9715346534653465,0.9825436408977556,0.9655172413793104,0.9655172413793104
1007032,0.9256198347107438,0.896,0.896,0.835820895522388,0.6578947368421053,0.6578947368421053
1007069,0.8770491803278688,0.8038147138964578,0.8038147138964578,0.4999999999999999,0.31896551724137934,0.31896551724137934
1009913,0.9492187500000001,0.9211538461538461,0.9211538461538461,0.6486486486486486,0.6240601503759399,0.6240601503759399
1011341,0.9817073170731707,0.9817073170731707,0.9817073170731707,0.9879518072289156,0.9523809523809523,0.9523809523809523
1012167,0.944,0.9010416666666666,0.9010416666666666,0.8910891089108911,0.7818181818181819,0.7818181818181819
1012878,0.9940298507462687,0.9895833333333334,0.9895833333333334,0.9707602339181287,0.9314285714285714,0.9314285714285714
1013332,0.8946745562130178,0.8371040723981901,0.8371040723981901,0.6615384615384616,0.3288590604026846,0.3288590604026846
1014945,0.8342857142857143,0.8004956629491945,0.8004956629491945,0.7424242424242423,0.8333333333333334,0.8333333333333334
1015507,0.9297297297297297,0.8952879581151832,0.8952879581151832,0.8842105263157894,0.88,0.88
1017505,0.9590834697217676,0.943089430894309,0.943089430894309,0.13968253968253969,0.13414634146341464,0.13414634146341464
1018766,0.9590643274853802,0.9437984496124031,0.9437984496124031,0.5617977528089887,0.4928571428571429,0.4928571428571429
1019290,0.6149068322981366,0.0,0.7321016166281755,0.5454545454545454,0.0,0.711864406779661
1019827,0.9565707839819516,0.9106945975744212,0.9106945975744212,0.8786610878661087,0.6755725190839694,0.6755725190839694
1019836,0.9841726618705036,0.96875,0.96875,0.9828571428571428,0.9550561797752809,0.9550561797752809
1020044,0.9811320754716981,0.9629629629629629,0.9629629629629629,0.9774436090225563,0.9558823529411765,0.9558823529411765
1020475,0.9423076923076924,0.9120370370370371,0.9120370370370371,0.9423076923076924,0.9259259259259259,0.9259259259259259
1022167,0.6044083526682135,0.0,0.8834782608695653,0.4511627906976744,0.0,0.4652777777777778
1022426,0.9513236549957301,0.8946488294314381,0.8946488294314381,0.8271186440677967,0.7814569536423841,0.7814569536423841
1022767,0.9779559118236473,0.9450980392156862,0.9450980392156862,0.9291338582677166,0.8636363636363636,0.8636363636363636
1023428,0.7540141297366731,0.27568134171907754,0.3167495854063018,0.539440203562341,0.18518518518518517,0.38
1023510,0.9841726618705036,0.96875,0.96875,0.9828571428571428,0.9550561797752809,0.9550561797752809
102371,0.12719298245614033,0.12608695652173912,0.8427947598253275,0.14035087719298248,0.9655172413793104,0.9655172413793104
1023775,0.9821073558648111,0.9609375,0.9609375,0.9076923076923077,0.8235294117647058,0.8235294117647058
1024712,0.9040735873850198,0.8980392156862745,0.8980392156862745,0.887728459530026,0.9536082474226805,0.9536082474226805
1025776,0.8233657858136302,0.8110344827586207,0.8110344827586207,0.8166666666666667,0.9615384615384616,0.9615384615384616
1026283,0.6432616081540204,0.4896694214876033,0.4896694214876033,0.6188340807174888,0.5365853658536586,0.5365853658536586
