title,artist,creator,tags,num_uninherited_points,mp3_duration_seconds,song_name,variation_rating_uninherited
Flowering Night Fever,UNDEAD CORPORATION,Alheak,dtm9 nowa ekoro pishifat GoldenWolf zun team shanghai alice 上海アリス幻樂団 瞬殺 touhou project Kaeidzuka 花映塚 Phantasmagoria of Flower View sakuya izayoi 十六夜 咲夜 フラワリングナイト 瞬殺 shunsatsu reitaisai 12 instrumental speed metal guitar woof,6,184.30866213151927,393663,0.02712840483011098
My Hero! Up to you!,Hagumi Nishizawa,Xexxar,Sekai wo Sukuu Dake no Kantan na Oshigoto eroge visual novel opening op Anxient,5,99.43120181405895,394270,0.04022882080295267
Watashitachi wa Mirai no Hana,Sonoda Umi (CV.Mimori Suzuko),Dailycare,Love Live 海色少女に魅せられて μ's u's,4,149.56716666666668,394816,0.020057878121646572
Spec Dake Tsukaikitta Gamesoft no You Desuu,Horinaka Yuki,Nymph,shiina mafuyu,6,145.44779166666666,39599,0.03437659618414053
Ama no Jaku,Syuiro,Natteke,Megpoid GUMI vocaloid inaba-tan muya winber1 garven,19,191.37304166666667,39817,0.09405713491951692
The Biggest Dreamer (TV Size),Wada Kouji,Shad0w1and,Digimon Tamers Kencho m1223961117 DreaM117er Gero XinCrin,24,89.984,398819,0.2556009957325747
California Dreamin',The Mamas And The Papas,Blue Dragon,rock 60s folk psychedelic sunshine pop if you can believe your eyes and ears squirrelpascals bonsai ezek,46,161.48897959183674,399770,0.2786567858298285
fantastic dreamer,Machico,Little,Kono Subarashii Sekai ni Syukufuku wo! Shukufuku o! KONOSUBA -God's blessing on this wonderful world! anime opening tv size まちこ CloudSplash16 Doormat xxdeathx Momochikun Sekaii Sekai-nyan -Sekai- Kibbleru Meg iMage--,3,89.93959183673469,402887,0.02223714783618937
Hoshi yori Saki ni Mitsukete Ageru (TV Size),Hiroko Moriguchi,Rave-up,-Nya- eINess ending 1 hero home saitama genos city one punch man Kenichi Maeyamada,10,90.00533333333334,404204,0.09999407442521924
Ryoushi no Umi no Lindwurm,Kuroneko Dungeon,Crystal,IamKwaN yf_bmp Streliteela ak74qbz95xm8 Vert Hakurei Yoru beatmania IIDX 23 copula bemani sdvx REFLEC BEAT limelight plus pop'n music SunnyPark ポップンリズミン rhythmin GITADORA SOUND VOLTEX III GRAVITY WARS ミライダガッキ FutureTomTom Ver.2 miraidagakki EPIC PROGRESSIVE エピックプログレ TOMOSUKE ORIGINAL SOUNDTRACK モード maud Dragon of Mordiford quantum sea Zektbach binary digits いそにん isonin,9,113.025625,405167,0.07078040930983572
Shirushi (TV Size),Kitamura Eri,wcx19911123,Cube Cursed Curious OP opening STARCHILD SILVER LINK. Tamura Yukari Chihara Minori Mura_77,3,89.62608333333333,40643,0.02231493250197813
Trancing Pulse,Triad Primus,Shad0w1and,THE iDOLM@STER CINDERELLA GIRLS STARLIGHT STAGE idolmaster im@s Karen Hojo Shibuya Rin Kamiya Nao StarrStyx Narcissu Hyogo Kita m1223961117 DreaM117er,8,121.33895691609978,409958,0.057689633881064045
Everything Went Numb,Streetlight Manifesto,pishifat,milan- jazz ska punk everything_goes_numb catch_22,9,153.239625,414289,0.052205818175292455
Hopes and Dreams,toby fox,Fatfan Kolek,Little CloudSplash16 Mazziv Rumia- MoeMoeKyunNN asriel dreemurr,3,181.12266666666667,414432,0.011042240249701858
Seikan Hikou,Nakajima Megumi,Sumisola,Hinacle Mura_77 sherrie__fay sumi__fay ranka lee KanaRin,5,233.91770833333334,41446,0.017100030726617713
Amakakeru Hoshi TV ver.,Suara,Taeyang,utawarerumono Itsuwari no Kamen season 2,3,89.62233333333333,414667,0.022315866208943456
From the Ritz to the Rubble,Arctic Monkeys,BOUYAAA,rock alternative punk garage blues whatever people say that's what i'm not milan-,4,115.95754166666667,415039,0.025871538469001403
Patchwork Staccato,nameless x toa,Taeyang,Tsugihagi Japanese jp cover utaite ネームレス Hatsune Miku vocaloid とあ toa Frontier -_Frontier_-,5,248.39833333333334,416702,0.016103167627265345
SHINING LINE*,tomatomerde,DreaM117er,DNB Drum and Bass アイドルカツドウ Aidoru Katsudou Aikatsu! Idol Action STAR☆ANIS remix 霧島 若歌 上花 楓裏 市倉 有菜 美谷 玲実 愛野 えり ささかま リス子 巴山 萌菜 遠藤 瑠香 Kirishima Waka Uebana Furi Ichikura Yuna Mitani Remi Aino Eri Sasakama Risuko Tomoyama Mona Endo Ruka わか ふうり ゆな れみ りすこ もな るか Streliteela Frey Chaoslitz m1223961117,6,134.31582766439908,416873,0.03722569474457602
CHANGE!!!! (TV Size),765PRO ALLSTARS,Netsukawa,Amami Haruka Kisaragi Chihaya Hagiwara Yukiho Takatsuki Yayoi Akiduki Ritsuko Minase Iori Miura Azusa Hutami Ami Mami Kikuchi Makoto Hoshii Miki Ganaha Hibiki Shijou Takane Suzully aabc271 S_i_R_i_R_u SiRiRu Vicho-kun opening,2,90.01795833333334,41770,0.011108894475222767
Dilemma,ecosystem,pkhg,atsuro battle gintama' gintama gintoki kagura shinpachi sunrise tv size 2012 enchousen,19,103.99958333333333,418313,0.17307761649686096
